student,occas,gpa,job,sex
53,4,2.8,0,0
53,5,3,0,0
54,0,2.8,0,1
54,1,2.5,0,1
54,2,3.3,0,1
54,3,3.3,0,1
54,4,3.2,0,1
54,5,3.4,0,1
55,0,2.4,0,0
55,1,2.8,0,0
55,2,3.2,0,0
55,3,3.2,0,0
55,4,3.1,0,0
55,5,3.5,0,0
56,0,2.2,0,0
56,1,2,0,0
56,2,2.6,0,0
56,3,2.6,0,0
56,4,2.9,0,0
56,5,3.1,0,0
57,0,2.5,0,0
57,1,2.9,0,0
57,2,2.8,0,0
57,3,2.8,0,0
57,4,3.4,0,0
57,5,3.3,0,0
58,0,2.5,0,1
58,1,2.2,0,1
58,2,2.4,0,1
58,3,2.8,0,1
58,4,2.9,0,1
58,5,3.1,0,1
59,0,2.8,0,0
59,1,2.8,0,0
59,2,2.6,0,0
59,3,3.1,0,0
59,4,3,0,0
59,5,3.3,0,0
60,0,2,0,0
60,1,2.7,0,0
60,2,2.6,0,0
60,3,2.8,0,0
60,4,3.1,0,0
60,5,2.9,0,0
61,0,2.4,0,0
61,1,3.1,0,0
61,2,3.2,0,0
61,3,3.3,0,0
61,4,3.5,0,0
61,5,3.5,0,0
62,0,2.4,0,0
62,1,2.2,0,0
62,2,2.5,0,0
62,3,3,0,0
62,4,2.9,0,0
62,5,3.4,0,0
63,0,2.6,0,1
63,1,3.1,0,1
63,2,3.1,0,1
63,3,3.5,0,1
63,4,3.4,0,1
63,5,3.4,0,1
64,0,2.4,0,1
64,1,2.9,0,1
64,2,2.7,0,1
64,3,3.3,0,1
64,4,3.2,0,1
64,5,3.4,0,1
65,0,1.9,0,0
65,1,2.9,0,0
65,2,2.4,0,0
65,3,2.8,0,0
65,4,2.8,0,0
65,5,2.7,0,0
66,0,2.3,0,1
66,1,2.7,0,1
66,2,3.2,0,1
66,3,3.3,0,1
66,4,3.4,0,1
66,5,3.7,0,1
67,0,2.6,0,1
67,1,3,0,1
67,2,2.5,0,1
67,3,2.4,0,1
67,4,2.6,0,1
67,5,2.6,0,1
68,0,2.3,0,0
68,1,2.1,0,0
68,2,2.3,0,0
68,3,2.8,0,0
68,4,2.7,0,0
68,5,3.1,0,0
69,0,2.3,0,0
69,1,2.3,0,0
69,2,2.5,0,0
69,3,2.7,0,0
69,4,2.7,0,0
69,5,2.8,0,0
70,0,2.7,0,0
70,1,2.4,0,0
70,2,3,0,0
70,3,3.2,0,0
70,4,2.9,0,0
70,5,3.1,0,0
71,0,2.9,0,1
71,1,2.8,0,1
71,2,3,0,1
71,3,2.8,0,1
71,4,2.9,0,1
71,5,2.8,0,1
72,0,3,0,1
72,1,3.1,0,1
72,2,3.5,0,1
72,3,3.2,0,1
72,4,3.7,0,1
72,5,3.7,0,1
73,0,2.6,0,0
73,1,2.5,0,0
73,2,2.6,0,0
73,3,2.8,0,0
73,4,2.6,0,0
73,5,2.6,0,0
74,0,3.5,0,0
74,1,2.9,0,0
74,2,2.8,0,0
74,3,3.1,0,0
74,4,3.1,0,0
74,5,3.3,0,0
75,0,2.5,0,1
75,1,2.5,0,1
75,2,3.2,0,1
75,3,3,0,1
75,4,3.2,0,1
75,5,3,0,1
76,0,2.4,0,0
76,1,2.9,0,0
76,2,2.8,0,0
76,3,3.4,0,0
76,4,3.3,0,0
76,5,3.5,0,0
77,0,2.4,0,1
77,1,3.1,0,1
77,2,3.2,0,1
77,3,3.8,0,1
77,4,4,0,1
77,5,4,0,1
78,0,2.4,0,0
78,1,2.5,0,0
78,2,2.1,0,0
78,3,2.5,0,0
78,4,2.3,0,0
78,5,2.8,0,0
79,0,2.3,0,1
79,1,1.8,0,1
79,2,2.2,0,1
79,3,2.3,0,1
79,4,2.5,0,1
79,5,2.8,0,1
80,0,3.1,0,1
80,1,2.8,0,1
80,2,3,0,1
80,3,3.1,0,1
80,4,3.4,0,1
80,5,3.2,0,1
81,0,2.3,0,1
81,1,2.4,0,1
81,2,2.8,0,1
81,3,3.1,0,1
81,4,3.3,0,1
81,5,3.6,0,1
82,0,3.3,0,1
82,1,3.2,0,1
82,2,2.7,0,1
82,3,3.2,0,1
82,4,3.3,0,1
82,5,3.6,0,1
83,0,2.5,0,1
83,1,3.1,0,1
83,2,3.2,0,1
83,3,3.3,0,1
83,4,3.4,0,1
83,5,3.4,0,1
84,0,2.3,0,0
84,1,2.1,0,0
84,2,2.4,0,0
84,3,2.1,0,0
84,4,2.2,0,0
84,5,2.4,0,0
85,0,2.4,0,1
85,1,2.8,0,1
85,2,3.1,0,1
85,3,3.3,0,1
85,4,3.1,0,1
85,5,3.3,0,1
86,0,2.7,0,0
86,1,2.5,0,0
86,2,3,0,0
86,3,2.5,0,0
86,4,2.6,0,0
86,5,2.6,0,0
87,0,2.3,0,1
87,1,2.7,0,1
87,2,2.7,0,1
87,3,3.2,0,1
87,4,3.1,0,1
87,5,3.2,0,1
88,0,2.7,0,0
88,1,2.8,0,0
88,2,2.5,0,0
88,3,2.7,0,0
88,4,3.1,0,0
88,5,3,0,0
89,0,2.6,0,0
89,1,2.8,0,0
89,2,3.2,0,0
89,3,3,0,0
89,4,3.1,0,0
89,5,3.5,0,0
90,0,2.4,0,1
90,1,2.5,0,1
90,2,2.7,0,1
90,3,3,0,1
90,4,3,0,1
90,5,3.2,0,1
91,0,2,0,0
91,1,2.5,0,0
91,2,2.3,0,0
91,3,2.5,0,0
91,4,2.8,0,0
91,5,2.9,0,0
92,0,2.7,0,1
92,1,3.2,0,1
92,2,3.8,0,1
92,3,4,0,1
92,4,4,0,1
92,5,4,0,1
93,0,2.9,0,0
93,1,3.5,0,0
93,2,3.2,0,0
93,3,3.3,0,0
93,4,3.4,0,0
93,5,3.4,0,0
94,0,2.7,0,1
94,1,2.9,0,1
94,2,3,0,1
94,3,2.7,0,1
94,4,2.7,0,1
94,5,2.8,0,1
95,0,2.5,0,1
95,1,2.5,0,1
95,2,2.9,0,1
95,3,2.8,0,1
95,4,2.7,0,1
95,5,2.9,0,1
96,0,2.4,0,1
96,1,2.5,0,1
96,2,2.8,0,1
96,3,3.3,0,1
96,4,3.4,0,1
96,5,3.8,0,1
97,0,2.3,0,0
97,1,2.5,0,0
97,2,3,0,0
97,3,3.2,0,0
97,4,2.9,0,0
97,5,2.9,0,0
98,0,3.3,0,1
98,1,2.4,0,1
98,2,3.2,0,1
98,3,3.2,0,1
98,4,3.1,0,1
98,5,3.3,0,1
99,0,2.2,0,1
99,1,2.7,0,1
99,2,2.7,0,1
99,3,2.8,0,1
99,4,2.8,0,1
99,5,2.8,0,1
100,0,2.7,0,0
100,1,2,0,0
100,2,2,0,0
100,3,2.3,0,0
100,4,2.4,0,0
100,5,2.7,0,0
101,0,2.8,1,1
101,1,2.7,1,1
101,2,3.1,1,1
101,3,3.6,1,1
101,4,3.6,1,1
101,5,3.7,1,1
102,0,3.1,1,0
102,1,2.9,1,0
102,2,2.7,1,0
102,3,2.6,1,0
102,4,2.9,1,0
102,5,2.7,1,0
103,0,2.2,1,1
103,1,2.4,1,1
103,2,2.8,1,1
103,3,2.8,1,1
103,4,3.1,1,1
103,5,2.9,1,1
104,0,2.3,1,1
104,1,2.8,1,1
104,2,2.9,1,1
104,3,3,1,1
104,4,3.4,1,1
104,5,3.4,1,1
105,0,3.4,1,1
105,1,3.9,1,1
105,2,3.9,1,1
105,3,3.5,1,1
105,4,3.9,1,1
105,5,3.9,1,1
106,0,1.8,1,0
106,1,2.8,1,0
106,2,2.6,1,0
106,3,2.3,1,0
106,4,2.5,1,0
106,5,2.7,1,0
107,0,2.4,1,0
107,1,2.5,1,0
107,2,2.3,1,0
107,3,2.3,1,0
107,4,2.6,1,0
107,5,2.7,1,0
108,0,2.7,1,0
108,1,2,1,0
108,2,2,1,0
108,3,2.6,1,0
108,4,2.5,1,0
108,5,2.7,1,0
109,0,2.7,1,0
109,1,2.7,1,0
109,2,2.7,1,0
109,3,3.1,1,0
109,4,2.8,1,0
109,5,2.7,1,0
110,0,2.5,1,0
110,1,2.3,1,0
110,2,2.2,1,0
110,3,2.2,1,0
110,4,2.2,1,0
110,5,2.3,1,0
111,0,2.4,1,1
111,1,2.5,1,1
111,2,2.2,1,1
111,3,2.4,1,1
111,4,2.2,1,1
111,5,2.5,1,1
112,0,3,1,1
112,1,3.5,1,1
112,2,3.2,1,1
112,3,2.9,1,1
112,4,3,1,1
112,5,3.1,1,1
113,0,2.7,1,0
113,1,2.4,1,0
113,2,3,1,0
113,3,2.5,1,0
113,4,2.6,1,0
113,5,2.8,1,0
114,0,2.8,1,1
114,1,2.3,1,1
114,2,2.8,1,1
114,3,2.9,1,1
114,4,3,1,1
114,5,3.1,1,1
115,0,2.2,1,1
115,1,2.1,1,1
115,2,3.1,1,1
115,3,3,1,1
115,4,3,1,1
115,5,3.2,1,1
116,0,2.5,1,1
116,1,2.3,1,1
116,2,2.8,1,1
116,3,2.7,1,1
116,4,2.9,1,1
116,5,3.1,1,1
117,0,2.8,1,1
117,1,2.1,1,1
117,2,3,1,1
117,3,3.1,1,1
117,4,3,1,1
117,5,3.1,1,1
118,0,2.5,1,1
118,1,2.4,1,1
118,2,3,1,1
118,3,3.3,1,1
118,4,3.3,1,1
118,5,3.6,1,1
119,0,2.4,1,0
119,1,2.5,1,0
119,2,2.6,1,0
119,3,2.5,1,0
119,4,2.8,1,0
119,5,2.9,1,0
120,0,2.5,1,0
120,1,3.2,1,0
120,2,3.2,1,0
120,3,2.8,1,0
120,4,3,1,0
120,5,3.3,1,0
121,0,2.9,1,0
121,1,2.7,1,0
121,2,2.6,1,0
121,3,3,1,0
121,4,3.3,1,0
121,5,3.3,1,0
122,0,3,1,1
122,1,3.3,1,1
122,2,2.9,1,1
122,3,3,1,1
122,4,3.1,1,1
122,5,3.6,1,1
123,0,2.9,1,0
123,1,2.3,1,0
123,2,2.3,1,0
123,3,2.4,1,0
123,4,2.2,1,0
123,5,2.5,1,0
124,0,2.5,1,1
124,1,3.1,1,1
124,2,2.5,1,1
124,3,3.3,1,1
124,4,3,1,1
124,5,3.4,1,1
125,0,2.8,1,0
125,1,2.3,1,0
125,2,2.7,1,0
125,3,2.4,1,0
125,4,2.6,1,0
125,5,3,1,0
126,0,2.5,1,1
126,1,2.7,1,1
126,2,2.1,1,1
126,3,3.1,1,1
126,4,3,1,1
126,5,3,1,1
127,0,2.7,1,0
127,1,2.3,1,0
127,2,2.4,1,0
127,3,2.6,1,0
127,4,2.3,1,0
127,5,2.5,1,0
128,0,3,1,1
128,1,2.7,1,1
128,2,2.3,1,1
128,3,2.7,1,1
128,4,2.9,1,1
128,5,3.1,1,1
129,0,2.7,1,1
129,1,2.8,1,1
129,2,2.7,1,1
129,3,2.7,1,1
129,4,2.9,1,1
129,5,2.9,1,1
130,0,2.4,1,0
130,1,2.9,1,0
130,2,3.6,1,0
130,3,3.1,1,0
130,4,3,1,0
130,5,3.1,1,0
131,0,2.8,1,1
131,1,3.1,1,1
131,2,3.2,1,1
131,3,3.1,1,1
131,4,3.4,1,1
131,5,3.7,1,1
132,0,2.2,1,0
132,1,2.7,1,0
132,2,3.4,1,0
132,3,3,1,0
132,4,3.3,1,0
132,5,3.7,1,0
133,0,2.5,1,0
133,1,2.8,1,0
133,2,2.3,1,0
133,3,2.1,1,0
133,4,2.3,1,0
133,5,2.5,1,0
134,0,2.5,1,1
134,1,3.1,1,1
134,2,2.8,1,1
134,3,2.8,1,1
134,4,2.9,1,1
134,5,3.2,1,1
135,0,3,1,1
135,1,2.7,1,1
135,2,3,1,1
135,3,3.1,1,1
135,4,3,1,1
135,5,3,1,1
136,0,2.8,1,1
136,1,2.5,1,1
136,2,2.8,1,1
136,3,2.4,1,1
136,4,2.8,1,1
136,5,2.7,1,1
137,0,2.8,1,0
137,1,2.1,1,0
137,2,2.7,1,0
137,3,2.8,1,0
137,4,3.1,1,0
137,5,3,1,0
138,0,2.5,1,1
138,1,2.8,1,1
138,2,2.7,1,1
138,3,2.7,1,1
138,4,2.9,1,1
138,5,3.1,1,1
139,0,2.5,1,1
139,1,3.1,1,1
139,2,3,1,1
139,3,3.3,1,1
139,4,3.3,1,1
139,5,3.4,1,1
140,0,2.5,1,0
140,1,2.9,1,0
140,2,2.6,1,0
140,3,2.6,1,0
140,4,2.9,1,0
140,5,2.8,1,0
141,0,2.7,1,1
141,1,3.1,1,1
141,2,3.1,1,1
141,3,3.1,1,1
141,4,3.4,1,1
141,5,3.1,1,1
142,0,2.8,1,1
142,1,2.9,1,1
142,2,3.1,1,1
142,3,3,1,1
142,4,3.1,1,1
142,5,2.9,1,1
143,0,2.9,1,1
143,1,2.7,1,1
143,2,2.4,1,1
143,3,2.9,1,1
143,4,3,1,1
143,5,3,1,1
144,0,2.5,1,1
144,1,3,1,1
144,2,2.9,1,1
144,3,3,1,1
144,4,3,1,1
144,5,3.4,1,1
145,0,2.4,1,1
145,1,2.5,1,1
145,2,2.8,1,1
145,3,2.9,1,1
145,4,2.9,1,1
145,5,3.2,1,1
146,0,2.6,1,1
146,1,2.4,1,1
146,2,2.3,1,1
146,3,2.5,1,1
146,4,2.5,1,1
146,5,2.9,1,1
147,0,2.6,1,0
147,1,2.9,1,0
147,2,3.4,1,0
147,3,3.5,1,0
147,4,3.6,1,0
147,5,3.9,1,0
148,0,2.5,1,0
148,1,3,1,0
148,2,2.5,1,0
148,3,2.6,1,0
148,4,2.8,1,0
148,5,2.8,1,0
149,0,2.7,1,1
149,1,2.7,1,1
149,2,2.4,1,1
149,3,2.9,1,1
149,4,3,1,1
149,5,3.1,1,1
150,0,2.7,1,0
150,1,2.8,1,0
150,2,2.4,1,0
150,3,2.4,1,0
150,4,2.6,1,0
150,5,2.7,1,0
151,0,2.4,1,1
151,1,2.5,1,1
151,2,2.5,1,1
151,3,2.9,1,1
151,4,2.7,1,1
151,5,2.9,1,1
152,0,2.4,1,0
152,1,2.9,1,0
152,2,2.7,1,0
152,3,2.7,1,0
152,4,2.8,1,0
152,5,2.9,1,0
153,0,2.5,1,1
153,1,3,1,1
153,2,2.7,1,1
153,3,2.8,1,1
153,4,3,1,1
153,5,3,1,1
154,0,2.6,1,0
154,1,2.7,1,0
154,2,3.2,1,0
154,3,3.3,1,0
154,4,3.4,1,0
154,5,3.5,1,0
155,0,2.7,1,0
155,1,3.1,1,0
155,2,2.5,1,0
155,3,2.7,1,0
155,4,2.7,1,0
155,5,2.9,1,0
156,0,2.6,1,0
156,1,2.7,1,0
156,2,2.7,1,0
156,3,3,1,0
156,4,2.8,1,0
156,5,2.8,1,0
157,0,3.3,1,1
157,1,3,1,1
157,2,3.1,1,1
157,3,3.3,1,1
157,4,3.4,1,1
157,5,3.4,1,1
158,0,3,1,1
158,1,2.8,1,1
158,2,2.9,1,1
158,3,2.7,1,1
158,4,2.8,1,1
158,5,2.8,1,1
159,0,3,1,1
159,1,3,1,1
159,2,3.1,1,1
159,3,3.4,1,1
159,4,3.8,1,1
159,5,4,1,1
160,0,2.9,1,1
160,1,2.7,1,1
160,2,3.2,1,1
160,3,3.4,1,1
160,4,3.7,1,1
160,5,3.8,1,1
161,0,2.6,1,0
161,1,2.5,1,0
161,2,2.7,1,0
161,3,2.8,1,0
161,4,2.8,1,0
161,5,3.1,1,0
162,0,1.7,1,1
162,1,2.5,1,1
162,2,2.2,1,1
162,3,2.7,1,1
162,4,2.6,1,1
162,5,2.5,1,1
163,0,2.2,1,1
163,1,2.5,1,1
163,2,2.9,1,1
163,3,2.9,1,1
163,4,3.2,1,1
163,5,3.2,1,1
164,0,2.5,1,0
164,1,2.4,1,0
164,2,2.6,1,0
164,3,2.8,1,0
164,4,2.8,1,0
164,5,3.3,1,0
165,0,2.8,1,1
165,1,2.7,1,1
165,2,2.9,1,1
165,3,2.9,1,1
165,4,2.9,1,1
165,5,2.9,1,1
166,0,3,1,1
166,1,2.5,1,1
166,2,3.2,1,1
166,3,3.2,1,1
166,4,3.2,1,1
166,5,3.4,1,1
167,0,2.7,1,0
167,1,2.9,1,0
167,2,3.1,1,0
167,3,2.8,1,0
167,4,3.6,1,0
167,5,3.5,1,0
168,0,2.9,1,0
168,1,2.9,1,0
168,2,3,1,0
168,3,3.3,1,0
168,4,3.4,1,0
168,5,3.5,1,0
169,0,2.9,1,0
169,1,2.7,1,0
169,2,3,1,0
169,3,3.2,1,0
169,4,3.6,1,0
169,5,3.6,1,0
170,0,2.4,1,0
170,1,3.1,1,0
170,2,3.2,1,0
170,3,3.7,1,0
170,4,3.6,1,0
170,5,3.9,1,0
171,0,2.3,1,0
171,1,2.4,1,0
171,2,2.7,1,0
171,3,2.7,1,0
171,4,2.5,1,0
171,5,2.6,1,0
172,0,2.7,1,1
172,1,2.8,1,1
172,2,3,1,1
172,3,2.4,1,1
172,4,2.8,1,1
172,5,3.2,1,1
173,0,2.2,1,1
173,1,3.1,1,1
173,2,3,1,1
173,3,3.4,1,1
173,4,3.7,1,1
173,5,3.6,1,1
174,0,2.8,1,1
174,1,2.7,1,1
174,2,2.9,1,1
174,3,3.2,1,1
174,4,3,1,1
174,5,3.4,1,1
175,0,2.3,1,0
175,1,2.9,1,0
175,2,3.1,1,0
175,3,2.8,1,0
175,4,3.4,1,0
175,5,3.3,1,0
176,0,2.9,1,0
176,1,2.7,1,0
176,2,2.8,1,0
176,3,2.7,1,0
176,4,2.6,1,0
176,5,2.9,1,0
177,0,2.9,1,0
177,1,3,1,0
177,2,3.1,1,0
177,3,2.8,1,0
177,4,3.3,1,0
177,5,3.4,1,0
178,0,2.8,1,0
178,1,2.9,1,0
178,2,2.8,1,0
178,3,3,1,0
178,4,2.9,1,0
178,5,2.9,1,0
179,0,2.7,1,1
179,1,3.4,1,1
179,2,2.5,1,1
179,3,2.8,1,1
179,4,2.9,1,1
179,5,3.2,1,1
180,0,2.9,1,0
180,1,2.5,1,0
180,2,2.5,1,0
180,3,2.5,1,0
180,4,2.6,1,0
180,5,2.6,1,0
181,0,2.3,1,0
181,1,2.4,1,0
181,2,2.2,1,0
181,3,2.6,1,0
181,4,2.6,1,0
181,5,2.7,1,0
182,0,2.7,1,1
182,1,3.2,1,1
182,2,3.1,1,1
182,3,3.1,1,1
182,4,3.3,1,1
182,5,3.3,1,1
183,0,2.7,1,0
183,1,2.5,1,0
183,2,2.7,1,0
183,3,2.3,1,0
183,4,2.6,1,0
183,5,2.6,1,0
184,0,2.3,1,1
184,1,2.8,1,1
184,2,2.8,1,1
184,3,3,1,1
184,4,3.1,1,1
184,5,3.3,1,1
185,0,2.6,1,1
185,1,3.1,1,1
185,2,3,1,1
185,3,3,1,1
185,4,3.2,1,1
185,5,2.9,1,1
186,0,2.2,1,1
186,1,2.4,1,1
186,2,3,1,1
186,3,2.9,1,1
186,4,3.2,1,1
186,5,3.1,1,1
187,0,2.4,1,1
187,1,2.2,1,1
187,2,2.1,1,1
187,3,2.4,1,1
187,4,2.8,1,1
187,5,2.8,1,1
188,0,2.3,1,1
188,1,2.7,1,1
188,2,3.3,1,1
188,3,3.2,1,1
188,4,3.1,1,1
188,5,3.6,1,1
189,0,3.3,1,0
189,1,3.3,1,0
189,2,2.8,1,0
189,3,3,1,0
189,4,3.1,1,0
189,5,3.1,1,0
190,0,1.7,1,0
190,1,2.3,1,0
190,2,2.7,1,0
190,3,2.5,1,0
190,4,2.6,1,0
190,5,2.8,1,0
191,0,2.4,1,1
191,1,2.8,1,1
191,2,2.8,1,1
191,3,3,1,1
191,4,3.1,1,1
191,5,2.9,1,1
192,0,2.9,1,1
192,1,3,1,1
192,2,2.4,1,1
192,3,2.9,1,1
192,4,2.8,1,1
192,5,2.9,1,1
193,0,3.1,1,0
193,1,2.8,1,0
193,2,2.7,1,0
193,3,2.7,1,0
193,4,2.9,1,0
193,5,3.3,1,0
194,0,2.4,1,0
194,1,2.4,1,0
194,2,2.6,1,0
194,3,3.1,1,0
194,4,3.4,1,0
194,5,3.3,1,0
195,0,2.4,1,0
195,1,2.7,1,0
195,2,2.2,1,0
195,3,2.2,1,0
195,4,2.4,1,0
195,5,2.5,1,0
196,0,2.2,1,1
196,1,2.5,1,1
196,2,2.7,1,1
196,3,3.1,1,1
196,4,3.3,1,1
196,5,3.2,1,1
197,0,2.9,1,1
197,1,2.5,1,1
197,2,2.8,1,1
197,3,3.2,1,1
197,4,3.3,1,1
197,5,3.8,1,1
198,0,2.5,1,0
198,1,2.9,1,0
198,2,3,1,0
198,3,3.2,1,0
